CreatedAt,ID,ActualTweet,Source,Truncated,InReplyToStatusID,InReplyToUserID,InReplyToScreenName,UserID,GEO,Coordinates,PlaceID,PlaceURL,PlaceType,PlaceName,PlaceFullName,PlaceCountryCode,PlaceCountry,Contributors,RetweetCount,FavouriteCount,Hashtags,Symbols,URL,URLInTweetExpanded,Indices,MediaIndices,MediaURL,MediaURLShort,MediaType,UserMentionScreenName,UserMentionName,UserMentionID,Favourited,Retweeted,PossiblySensitive,Language
Sun Jul 06 14:04:00 +0000 2014,485786245214117888,Gujarat Governor Kamla transferred as Governor of Mizoram: Rashtrapati Bhavan (PTI),"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",false,,,,134758540,,,,,,,,,,,22,11,,,,,,,,,,,,,false,false,,hr
Sun Jul 06 14:00:17 +0000 2014,485785309703966721,Hike VAT on cigarettes: Harsh Vardhan  http://t.co/TXtp5dGrtm http://t.co/a0oJMPgwIl,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,38,31,,,http://t.co/TXtp5dGrtm,http://timesofindia.indiatimes.com/politics-of-budget/Hike-VAT-on-cigarettes-Harsh-Vardhan/articleshow/37871254.cms,61,84,http://pbs.twimg.com/media/Br3Cc9gCQAE86I-.jpg,http://t.co/a0oJMPgwIl,photo,,,,false,false,false,et
Sun Jul 06 13:50:05 +0000 2014,485782741187698690,Rail #budget2014: Smriti Irani seeks facilities for Amethi  http://t.co/S3tpJif25M http://t.co/zlfvh6FPBd,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,30,49,budget2014,,http://t.co/S3tpJif25M,http://timesofindia.indiatimes.com/rail-budget/Rail-budget-2014-Smriti-Irani-seeks-facilities-for-Amethi/articleshow/37869267.cms,82,105,http://pbs.twimg.com/media/Br3CV5WCEAAB-2a.jpg,http://t.co/zlfvh6FPBd,photo,,,,false,false,false,en
Sun Jul 06 13:40:06 +0000 2014,485780230452150274,#Budget2014 What is in store for Mysore in Sadananda Gowda's railway budget?  http://t.co/8iyAjmz49N http://t.co/nIqi9bac1v,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,12,14,Budget2014,,http://t.co/8iyAjmz49N,http://timesofindia.indiatimes.com/rail-budget/What-is-in-store-for-Mysore-in-Sadananda-Gowdas-railway-budget/articleshow/37895310.cms,100,123,http://pbs.twimg.com/media/Br3CObUCMAA3qoE.jpg,http://t.co/nIqi9bac1v,photo,,,,false,false,false,en
Sun Jul 06 13:30:11 +0000 2014,485777732886740992,Jaitley to present maiden Budget amid expectations of tax sops   http://t.co/NSiQc0DvvU #Budget2014,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,9,7,Budget2014,,http://t.co/NSiQc0DvvU,http://timesofindia.indiatimes.com/budget-2014/union-budget-2014/Jaitley-to-present-maiden-Budget-amid-expectations-of-tax-sops/articleshow/37898281.cms,87,,,,,,,,false,false,false,en
Sun Jul 06 13:25:06 +0000 2014,485776451472338945,Select Air India flyers to get to taste and choose food http://t.co/DK250MPrGp,"<a href=""http://timesofindia.indiatimes.com/"" rel=""nofollow"">The Times of India</a>",false,,,,134758540,,,,,,,,,,,4,6,,,http://t.co/DK250MPrGp,http://timesofindia.indiatimes.com/business/india-business/Select-Air-India-flyers-to-get-to-taste-and-choose-food/articleshow/37909325.cms?utm_source=twitter.com&utm_medium=referral&utm_campaign=timesofindia,78,,,,,,,,false,false,false,en
Sun Jul 06 13:20:06 +0000 2014,485775196033277952,Gujarat lost Rs 137 crore in thefts last year  http://t.co/6FYT3DW0hU,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,20,9,,,http://t.co/6FYT3DW0hU,http://timesofindia.indiatimes.com/city/ahmedabad/robbery-cases-in-2013/articleshow/37878665.cms,69,,,,,,,,false,false,false,en
Sun Jul 06 13:10:14 +0000 2014,485772711252094977,"Madras high court comes to rescue of woman branded as transgender, denied cop job http://t.co/p4lphBr03y","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,14,6,,,http://t.co/p4lphBr03y,http://timesofindia.indiatimes.com/city/chennai/Madras-high-court-comes-to-rescue-of-woman-branded-as-transgender-denied-cop-job/articleshow/37874264.cms,104,,,,,,,,false,false,false,en
Sun Jul 06 13:00:05 +0000 2014,485770155893354496,Around the world in photos http://t.co/kEEvQYk6RX ? http://t.co/Zf9FQ0edDY,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,20,20,,,http://t.co/kEEvQYk6RX,http://blogs.timesofindia.indiatimes.com/the-photo-blog/around-the-world-in-photos-june-29-july-05/,49,74,http://pbs.twimg.com/media/Br14kbmCYAAqCEM.jpg,http://t.co/Zf9FQ0edDY,photo,,,,false,false,false,en
Sun Jul 06 12:50:14 +0000 2014,485767678053728256,Rowdy leader? CCTV clips show Congress MLA slapping wife and niece - http://t.co/GOdzGraOEj http://t.co/m53Wgk6T9H,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,54,9,,,http://t.co/GOdzGraOEj,http://timesofindia.indiatimes.com/city/bangalore/Rowdy-leader-CCTV-clips-show-MLA-slapping-wife-and-niece/articleshow/37875987.cms,91,114,http://pbs.twimg.com/media/Br2_iogCUAEZqVv.jpg,http://t.co/m53Wgk6T9H,photo,,,,false,false,false,en
Sun Jul 06 12:40:05 +0000 2014,485765126151094274,#Delhi: Six historical treasures to get new life http://t.co/GXAOQMLsPs,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",false,,,,134758540,,,,,,,,,,,15,9,Delhi,,http://t.co/GXAOQMLsPs,http://timesofindia.indiatimes.com/city/delhi/Six-historical-treasures-to-get-new-life/articleshow/37872310.cms,71,,,,,,,,false,false,false,en
